"Host Name","OS Name","OS Version","OS Manufacturer","OS Configuration","OS Build Type","Registered Owner","Registered Organization","Product ID","Original Install Date","System Boot Time","System Manufacturer","System Model","System Type","Processor(s)","BIOS Version","Windows Directory","System Directory","Boot Device","System Locale","Input Locale","Time Zone","Total Physical Memory","Available Physical Memory","Virtual Memory: Max Size","Virtual Memory: Available","Virtual Memory: In Use","Page File Location(s)","Domain","Logon Server","Hotfix(s)","Network Card(s)","Hyper-V Requirements"
"DESKTOP-HAMSDRE","Microsoft Windows 11 Pro","10.0.22621 N/A Build 22621","Microsoft Corporation","Standalone Workstation","Multiprocessor Free","hamsdre","","00330-52680-57068-AAOEM","11/9/2022, 2:52:29 PM","4/30/2023, 3:47:31 PM","ASUS","System Product Name","x64-based PC","1 Processor(s) Installed.,[01]: Intel64 Family 6 Model 151 Stepping 2 GenuineIntel ~3200 Mhz","American Megatrends Inc. 2214, 2/22/2023","C:\WINDOWS","C:\WINDOWS\system32","\Device\HarddiskVolume1","en-us;English (United States)","en-us;English (United States)","(UTC+02:00) Athens, Bucharest","32,509 MB","24,750 MB","34,557 MB","23,855 MB","10,702 MB","C:\pagefile.sys","WORKGROUP","\\DESKTOP-HAMSDRE","4 Hotfix(s) Installed.,[01]: KB5022497,[02]: KB5012170,[03]: KB5025239,[04]: KB5025749","4 NIC(s) Installed.,[01]: Intel(R) Ethernet Connection (17) I219-V,      Connection Name: Ethernet,      DHCP Enabled:    Yes,      DHCP Server:     192.168.100.1,      IP address(es),      [01]: 192.168.100.153,      [02]: fe80::38d5:80b0:3b57:8041,      [03]: 2a02:2f0d:240c:2900:b543:1605:3d20:dfd3,      [04]: 2a02:2f0d:240c:2900:3405:a092:7aef:9a51,[02]: Hyper-V Virtual Ethernet Adapter,      Connection Name: vEthernet (LAN),      DHCP Enabled:    Yes,      DHCP Server:     255.255.255.255,      IP address(es),      [01]: 169.254.228.33,      [02]: fe80::2f5d:5c9d:c436:5387,[03]: Hyper-V Virtual Ethernet Adapter,      Connection Name: vEthernet (Internet),      Status:          Media disconnected,[04]: Bluetooth Device (Personal Area Network),      Connection Name: Bluetooth Network Connection 2,      Status:          Media disconnected","A hypervisor has been detected. Features required for Hyper-V will not be displayed."
